FID,X,Y,School_Nam,ESD,SD,County,senate_geoid,senate_district,ods_coordinator,ods_region,ods_contact,house_geoid,house_district,Participated,ODS_Provider,Location,No_5th_Grade,No_6th_Grade,Number_Attending,Days,Days+Nights,Cost_Per_Student,Total_Request,Fall_5th_Grade,Fall_6th_Grade,Percent_5th,Percent_6th
554,-118.8245241,45.64682966,McKay Creek Elementary School,InterMountain,Pendleton SD 16,Umatilla,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41058,State House District 58,0,,,,,,,,,,,,,
555,-122.7780413,45.46515005,McKay Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41027,State House District 27,0,,,,,,,,,,,,,
556,-122.363666,44.152327,McKenzie River Community School,Lane,McKenzie SD 68,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Whitebranch,20,15,35,3,3-2,135.66,4748.1,17,13,117.6470588,115.3846154
557,-122.8674525,45.53025699,McKinley Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41017,State Senate District 17,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41034,State House District 34,0,,,,,,,,,,,,,
558,-123.0419317,44.91709499,McKinley Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41021,State House District 21,0,,,,,,,,,,,,,
560,-122.880694,42.32908202,McLoughlin Middle School,Southern OR,Medford SD 549C,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41006,State House District 6,0,,,,,,,,,,,,,
561,-119.295111,45.91888116,McNary Heights Elementary School,InterMountain,Umatilla SD 6R,Umatilla,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41057,State House District 57,0,,,,,,,,,,,,,
562,-122.823994,45.514864,Meadow Park Middle School,Northwest Regional,Beaverton SD 48J,Washington,41017,State Senate District 17,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41034,State House District 34,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,"Cedar Ridge Retreat & Conference Center (Camp Cedar Ridge), Oregon 4-H Center - Camp Trickle Creek",0,205,205,3,3-2,229.77,47102.85,0,258,,79.45736434
563,-123.2033225,44.08258999,Meadow View School,Lane,Bethel SD 52,Lane,41007,State Senate District 7,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41014,State House District 14,1,Whole Earth Nature School,Grove Camp Outdoor School ,79,0,79,3,3-2,187.44,14807.76,79,94,100,0
565,-123.444686,43.24385288,Melrose Elementary School,Douglas,Douglas County SD 4,Douglas,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41001,State House District 1,0,,,,,,,,,,,,,
566,-123.20291,45.21794752,Memorial Elementary School,Willamette,McMinnville SD 40,Yamhill,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41024,State House District 24,0,,,,,,,,,,,,,
567,-123.1163992,44.62362252,Memorial Middle School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,1,Greater Albany Public Schools,Camp Harlow,0,143,143,4,4-3,320.58,45842.94,0,189,,75.66137566
568,-122.530228,45.5256,Menlo Park Elementary School,Multnomah,David Douglas SD 40,Multnomah,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41047,State House District 47,0,,,,,,,,,,,,,
569,-122.74149,45.31507601,Meridian Creek Middle School,Clackamas,West Linn-Wilsonville SD 3J,Clackamas,41013,State Senate District 13,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41026,State House District 26,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Magruder - United Methodist,0,121,121,4,4-3,208.0514876,25174.23,0,135,,89.62962963
570,-121.6040123,42.02590833,Merrill Elementary School,Southern OR,Klamath County SD,Klamath,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41056,State House District 56,1,Oregon Museum of Science and Industry (OMSI),Coastal Discovery Center at Camp Gray,0,22,22,4,4-3,180.9227273,3980.3,23,22,0,100
571,-121.1725814,44.58765967,Metolius Elementary School,Jefferson,Jefferson County SD 509J,Jefferson,41030,State Senate District 30,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41059,State House District 59,0,,,,,,,,,,,,,
572,-122.692418,45.52636749,Metropolitan Learning Center,Multnomah,Portland SD 1J,Multnomah,41018,State Senate District 18,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41036,State House District 36,1,Multnomah Education Service District (MESD),"Camp Arrah Wanna, Inc., Camp Howard",0,49,49,6,6-5,416.04,20385.96,26,50,0,98
573,-122.440765,45.507453,Metro East Web Academy,Multnomah,Gresham-Barlow SD 10J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41050,State House District 50,0,,,,,,,,,,,,,
574,-122.771093,45.44550199,Metzger Elementary School,Northwest Regional,Tigard-Tualatin SD 23J,Washington,41018,State Senate District 18,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41035,State House District 35,0,,,,,,,,,,,,,
575,-121.5433995,45.6244275,Mid Valley Elementary School,Columbia Gorge,Hood River County SD,Hood River,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41052,State House District 52,0,,,,,,,,,,,,,
576,-122.8678877,45.34952843,Middleton Elementary School,Northwest Regional,Sherwood SD 88J,Washington,41013,State Senate District 13,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41026,State House District 26,0,,,,,,,,,,,,,
577,-122.5415,45.50978498,Mill Park Elementary School,Multnomah,David Douglas SD 40,Multnomah,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41047,State House District 47,0,,,,,,,,,,,,,
578,-122.966604,44.9106771,Miller Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41019,State House District 19,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Cascade,77,0,77,3,3-2,99.99,7699.23,63,0,122.2222222,
579,-124.196909,43.36631802,Millicoma Intermediate School,South Coast,Coos Bay SD 9,Coos,41005,State Senate District 5,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41009,State House District 9,1,Oregon Museum of Science and Industry (OMSI),Coastal Discovery Center at Camp Gray,0,130,130,3,3-2,178,23140,125,132,0,98.48484848
580,-121.7652557,42.22442764,Mills Elementary School,Southern OR,Klamath Falls City Schools,Klamath,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41056,State House District 56,1,Shady Creek Outdoor School,Shady Creek Outdoor School,47,0,47,5,5-4,292.1,13728.7,60,0,78.33333333,
581,-122.633997,45.44170101,Milwaukie Elementary School,Clackamas,North Clackamas SD 12,Clackamas,41021,State Senate District 21,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41041,State House District 41,0,,,,,,,,,,,,,
582,-122.9645225,45.49725877,Minter Bridge Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41012,State Senate District 12,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41024,State House District 24,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Magruder - United Methodist,0,58,58,3,3-2,180.2586207,10455,87,58,0,100
583,-123.2511197,46.00005481,Mist Elementary School,Northwest Regional,Vernonia SD 47J,Columbia,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41031,State House District 31,0,,,,,,,,,,,,,
584,-120.1471973,44.56526297,Mitchell School,North Central,Mitchell SD 55,Wheeler,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41059,State House District 59,0,,,,,,,,,,,,,
585,-122.5940404,45.15484659,Molalla Elementary School,Clackamas,Molalla River SD 35,Clackamas,41009,State Senate District 9,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41018,State House District 18,1,Camp Tamarack ,Camp Tamarack,56,0,56,3,3-2,271.63,15211.28,74,0,75.67567568,
586,-122.5208945,45.12044738,Molalla River Academy,Clackamas,Molalla River SD 35,Clackamas,41009,State Senate District 9,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41018,State House District 18,0,,,,,,,,,,,,,
587,-122.5887916,45.15102398,Molalla River Middle School,Clackamas,Molalla River SD 35,Clackamas,41009,State Senate District 9,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41018,State House District 18,0,,,,,,,,,,,,,
588,-123.224641,44.85192746,Monmouth Elementary School,Willamette,Central SD 13J,Polk,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41020,State House District 20,0,,,,,,,,,,,,,
589,-123.2982233,44.31194539,Monroe Grade School,Linn Benton Lincoln,Monroe SD 1J,Benton,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41023,State House District 23,1,Coast Range Natural Resources Education Organization (CRNREO),Camp Tadmor,0,24,24,5,5-4,384.81,9235.44,29,28,0,85.71428571
590,-123.066259,44.07606153,Monroe Middle School,Lane,Eugene SD 4J,Lane,41007,State Senate District 7,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41013,State House District 13,0,,,,,,,,,,,,,
591,-122.7555716,45.47655834,Montclair Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41027,State House District 27,0,,,,,,,,,,,,,
592,-119.4187931,44.82018928,Monument School,Grant,Monument SD 8,Grant,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,0,,,,,,,,,,,,,
593,-122.971769,45.533855,Mooberry Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Magruder - United Methodist,0,65,65,3,3-2,171.8338462,11169.2,67,66,0,98.48484848
594,-123.031382,44.90444356,Morningside Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41019,State House District 19,0,,,,,,,,,,,,,
595,-121.4004953,45.68363274,Mosier Community School,Columbia Gorge,North Wasco County SD 21,Wasco,41030,State Senate District 30,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41059,State House District 59,1,Mt Adams Institute - Cascade Mountain School,Trout Lake,0,28,28,3,3-2,391.5485714,10963.36,19,27,0,103.7037037
596,-122.564791,45.44263399,Mount Scott Elementary School,Clackamas,North Clackamas SD 12,Clackamas,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41048,State House District 48,0,,,,,,,,,,,,,
597,-122.7832453,43.91773287,Mountain View Academy,Lane,Lowell SD 71,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,0,,,,,,,,,,,,,
598,-122.8566115,45.48016967,Mountain View Middle School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41028,State House District 28,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,"Camp Magruder - United Methodist, Oregon 4-H Center - Camp Trickle Creek ",0,279,279,4,4-3,231.88,64694.52,0,301,,92.6910299
599,-122.9509291,45.31381005,Mountain View Middle School,Willamette,Newberg SD 29J,Yamhill,41013,State Senate District 13,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41025,State House District 25,0,,,,,,,,,,,,,
600,-122.793263,45.07129754,Mt Angel Middle School,Willamette,Mt Angel SD 91,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,0,,,,,,,,,,,,,
601,-122.6040325,45.52159274,Mt Tabor Middle School,Multnomah,Portland SD 1J,Multnomah,41023,State Senate District 23,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41046,State House District 46,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu",0,213,213,6,6-5,486.04,103526.52,0,233,,91.41630901
602,-122.965026,44.036026,Mt Vernon Elementary School,Lane,Springfield SD 19,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41012,State House District 12,0,,,,,,,,,,,,,
603,-123.2391467,44.6287732,Mountain View Elementary School,Linn Benton Lincoln,Corvallis SD 509J,Benton,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,1,Oregon Museum of Science and Industry (OMSI),Coastal Discovery Center at Camp Gray,49,0,49,3,3-2,159.14,7797.86,53,0,92.45283019,
604,-123.3372499,44.45981532,Muddy Creek Charter School,Linn Benton Lincoln,Corvallis SD 509J,Benton,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41023,State House District 23,1,Oregon Museum of Science and Industry (OMSI),Klamath Outdoor Science School,21,0,21,4,4-3,295.68,6209.28,22,0,95.45454545,
605,-122.580831,45.22039299,Mulino Elementary School,Clackamas,Molalla River SD 35,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41039,State House District 39,1,Camp Tamarack ,Camp Tamarack,46,0,46,3,3-2,231.32,10640.72,47,0,97.87234043,
606,-122.7705156,45.37890739,Multi-sensory Instruction Teaching Children Hands-On (MITCH),Northwest Regional,Tigard-Tualatin SD 23J,Washington,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41037,State House District 37,0,,,,,,,,,,,,,
607,-122.4308742,45.53548247,Multnomah (Reynolds) Learning Academy,Multnomah,Reynolds SD 7,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Howard",0,86,86,6,6-5,428.04,36811.44,48,85,0,101.1764706
608,-123.0770355,44.94594911,Myers Elementary School,Willamette,Salem-Keizer SD 24J,Polk,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41020,State House District 20,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Canyonview Camp,88,0,88,3,3-2,86.3,7594.4,85,0,103.5294118,
609,-123.2799,43.02750749,Myrtle Creek Elementary School,Douglas,South Umpqua SD 19,Douglas,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41002,State House District 2,0,,,,,,,,,,,,,
610,-124.130989,43.06018401,Myrtle Crest School,South Coast,Myrtle Point SD 41,Coos,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41001,State House District 1,0,,,,,,,,,,,,,
611,-122.3792057,45.4343233,Naas Elementary School,Clackamas,Oregon Trail SD 46,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41039,State House District 39,0,,,,,,,,,,,,,
612,-122.8435468,45.44581577,Nancy Ryles Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41027,State House District 27,0,,,,,,,,,,,,,
613,-123.9400187,45.63961029,Neah-Kah-Nie Middle School,Northwest Regional,Neah-Kah-Nie SD 56,Tillamook,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41032,State House District 32,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Oregon 4-H Center - Camp Trickle Creek ,0,73,73,4,4-3,241.5094521,18041.32,0,79,,92.40506329
614,-123.8952563,45.72070045,Nehalem Elementary School,Northwest Regional,Neah-Kah-Nie SD 56,Tillamook,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41032,State House District 32,0,,,,,,,,,,,,,
615,-123.0758117,45.5158604,Neil Armstrong Middle School,Northwest Regional,Forest Grove SD 15,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41029,State House District 29,0,,,,,,,,,,,,,
616,-122.868801,45.14613536,Nellie Muir Elementary School,Willamette,Woodburn SD 103,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,0,,,,,,,,,,,,,
617,-123.9046023,45.18851552,Nestucca Valley Elementary School,Northwest Regional,Nestucca Valley SD 101J,Tillamook,41005,State Senate District 5,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41010,State House District 10,0,,,,,,,,,,,,,
618,-123.21033,45.20918751,Newby Elementary School,Willamette,McMinnville SD 40,Yamhill,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41024,State House District 24,0,,,,,,,,,,,,,
619,-124.0410882,44.64073749,Newport Middle School,Linn Benton Lincoln,Lincoln County SD,Lincoln,41005,State Senate District 5,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41010,State House District 10,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Meriwether,0,121,121,3,3-2,103.7552893,12554.39,0,157,,77.07006369
620,-122.74678,45.1763675,Ninety-One School,Clackamas,Canby SD 86,Clackamas,41009,State Senate District 9,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41018,State House District 18,1,Oregon Museum of Science and Industry (OMSI),Camp Hancock (Hancock Field Station),0,53,53,5,5-4,384.1152,20358.1056,63,59,0,89.83050847
621,-123.1142462,44.6506871,North Albany Elementary School,Linn Benton Lincoln,Greater Albany Public SD 8J,Benton,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,0,,,,,,,,,,,,,
622,-123.1163919,44.65227425,North Albany Middle School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,0,,,,,,,,,,,,,
623,-124.210951,43.5023825,North Bay Elementary School,South Coast,North Bend SD 13,Coos,41005,State Senate District 5,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41009,State House District 9,0,,,,,,,,,,,,,
624,-124.233505,43.40141698,North Bend Middle School,South Coast,North Bend SD 13,Coos,41005,State Senate District 5,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41009,State House District 9,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Baker - Oregon Trail Council BSA,0,180,180,3,3-2,122.94,22129.2,0,200,,90
625,-123.3107177,43.66194401,North Douglas Elementary School,Douglas,North Douglas SD 22,Douglas,41004,State Senate District 4,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41007,State House District 7,0,,,,,,,,,,,,,
626,-122.4390193,45.51551892,North Gresham Elementary School,Multnomah,Gresham-Barlow SD 10J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,0,,,,,,,,,,,,,
627,-120.8983266,43.24502316,North Lake School,Lake,North Lake SD 14,Lake,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41055,State House District 55,0,,,,,,,,,,,,,
628,-122.7964149,45.21300467,North Marion Intermediate School,Willamette,North Marion SD 15,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,0,,,,,,,,,,,,,
629,-122.7961694,45.21275883,North Marion Middle School,Willamette,North Marion SD 15,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,1,Multnomah Education Service District (MESD),"Camp Arrah Wanna, Inc.",0,129,129,3,3-2,299.78,39940.62,0,170,,75.88235294
631,-123.331169,42.45768899,North Middle School,Southern OR,Grants Pass SD 7,Josephine,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41003,State House District 3,0,,,,,,,,,,,,,
632,-123.006489,45.60160601,North Plains Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Oregon 4-H Center - Camp Trickle Creek ,0,46,46,3,3-2,198.7217391,9141.2,42,49,0,93.87755102
633,-117.9242609,45.02802688,North Powder Charter School,InterMountain,North Powder SD 8J,Union,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41058,State House District 58,0,,,,,,,,,,,,,
634,-117.0007639,43.87762054,Nyssa Elementary School,Malheur,Nyssa SD 26,Malheur,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,1,None (school or applying district is provider or school or applying district coordinated multiple providers),"Oregon Coast, Bend, Multnomah Falls",74,0,74,5,5-4,335,25100.1,98,0,75.51020408,
635,-117.0064181,43.87470119,Nyssa Middle School,Malheur,Nyssa SD 26,Malheur,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,0,,,,,,,,,,,,,
636,-122.729441,45.42717102,Oak Creek Elementary School,Clackamas,Lake Oswego SD 7J,Clackamas,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41038,State House District 38,0,,,,,,,,,,,,,
637,-123.0852686,44.60788864,Oak Elementary School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,0,,,,,,,,,,,,,
638,-123.148688,44.6577525,Oak Grove Elementary School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,0,,,,,,,,,,,,,
639,-122.909495,42.3237875,Oak Grove Elementary School,Southern OR,Medford SD 549C,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41005,State House District 5,1,Siskiyou Field Institute,Siskiyou Field Institute,0,53,53,3,3-2,85.34,4523.02,71,62,0,85.48387097
640,-122.6417745,45.42491515,Oak Grove Elementary School,Clackamas,North Clackamas SD 12,Clackamas,41021,State Senate District 21,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41041,State House District 41,0,,,,,,,,,,,,,
641,-122.7371498,44.39179249,Oak Heights Elementary School,Linn Benton Lincoln,Sweet Home SD 55,Linn,41009,State Senate District 9,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41017,State House District 17,1,South Santiam Watershed Council,Camp Tadmor,0,40,40,3,3-2,180.8824147,7235.29659,40,54,0,74.07407407
642,-122.836455,45.53893699,Oak Hills Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41017,State Senate District 17,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41033,State House District 33,0,,,,,,,,,,,,,
643,-123.3360072,44.91634649,Oakdale Heights Elementary School,Willamette,Dallas SD 2,Polk,41012,State Senate District 12,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41023,State House District 23,0,,,,,,,,,,,,,
644,-123.2985554,43.42689281,Oakland Elementary School,Douglas,Oakland SD 1,Douglas,41004,State Senate District 4,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41007,State House District 7,0,,,,,,,,,,,,,
645,-123.2139875,44.22649972,Oaklea Middle School,Lane,Junction City SD 69,Lane,41007,State Senate District 7,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41014,State House District 14,0,,,,,,,,,,,,,
646,-122.4650986,43.7479956,Oakridge Elementary School,Lane,Oakridge SD 76,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,1,None (school or applying district is provider or school or applying district coordinated multiple providers),ODFW Willamette Fish Hatchery ,0,74,74,3,3-2,67.74,5012.76,39,48,0,154.1666667
647,-122.46796,43.74863799,Oakridge Junior High School,Lane,Oakridge SD 76,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,0,,,,,,,,,,,,,
648,-121.18219,44.26217746,Obsidian Middle School,High Desert,Redmond SD 2J,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41053,State House District 53,0,,,,,,,,,,,,,
649,-124.416025,43.113745,Ocean Crest Elementary School,South Coast,Bandon SD 54,Coos,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41001,State House District 1,0,,,,,,,,,,,,,
650,-124.0031614,44.98118252,Oceanlake Elementary School,Linn Benton Lincoln,Lincoln County SD,Lincoln,41005,State Senate District 5,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41010,State House District 10,0,,,,,,,,,,,,,
651,-122.681176,45.56729498,Ockley Green Middle School,Multnomah,Portland SD 1J,Multnomah,41022,State Senate District 22,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41044,State House District 44,1,Multnomah Education Service District (MESD),"Camp Angelos (Sandy River), Camp Arrah Wanna, Inc., Canby Grove Christian Center, Camp Howard, Camp Namanu",0,148,148,6,6-5,486.04,71933.92,0,168,,88.0952381
652A,-122.5769545,45.35599014,Ogden Middle School,Clackamas,Oregon City SD 62,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41040,State House District 40,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Magruder - United Methodist,0,129,129,4,4-3,262.99,33925.71,0,294,,43.87755102
652B,-122.5769545,45.35599014,Ogden Middle School,Clackamas,Oregon City SD 62,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41040,State House District 40,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Westwind,0,142,142,4,4-3,292.37,41516.54,0,294,,48.29931973
